time,LSTM,CNN,GRU,bilstm,cnn-bilstm,cnn-gru,cnn-gru-attention,emd-cnn-gru-attention,eemd-cnn-gru-attention,iceemdan-cnn-gru-attention,vmd-cnn-gru-attention,iceemdan-cnn-gru-attention-arima,vmd-cnn-gru-attention-arima,vmd-cnn-gru-attention-vmd-arima
2017/9/7 18:45,0.72489536,0.25960618,0.25960618,0.28769866,0.55075687,0.088003606,0.14800841,-0.94196987,0.25346336,0.639677236,-2.60E-01,0.114933632,-2.60E-01,-2.60E-01
2017/9/7 19:00,0.72489536,0.25960618,0.25960618,0.28769866,0.55075687,0.088003606,0.14800841,-1.1993484,0.20522016,0.655958456,-0.174598217,0.096151887,-0.174598217,-0.174598217
2017/9/7 19:15,0.72489536,0.25960618,0.25960618,0.28769866,0.55075687,0.088003606,0.14800841,-1.4853053,0.13390216,0.642800351,-0.166084459,0.08214737,-0.166084459,-0.166084459
2017/9/7 19:30,0.72489536,0.25960618,0.25960618,0.28769866,0.55075687,0.088003606,0.14800841,-1.7551155,0.098233603,0.658664971,-0.199197944,0.100005102,-0.199197944,-0.199197944
2017/9/7 19:45,0.72489536,0.25960618,0.25960618,0.28769866,0.55075687,0.088003606,0.14800841,-1.9872665,0.12749875,0.691792539,-0.149923517,0.139679014,-0.149923517,-0.149923517
2017/9/7 20:00,0.72489536,0.25960618,0.25960618,0.28769866,0.55075687,0.088003606,0.14800841,-2.1870265,0.072853059,0.666331716,-0.15159884,0.114448271,-0.15159884,-0.15159884
2017/9/7 20:15,0.72489536,0.25960618,0.25960618,0.28769866,0.55075687,0.088003606,0.14800841,-2.3297567,-0.028958285,0.636290852,-0.319345853,0.057629169,-0.319345853,-0.319345853
2017/9/7 20:30,0.72489536,0.25960618,0.25960618,0.28769866,0.55075687,0.088003606,0.14800841,-2.392498,-0.11655101,0.604570589,-0.217290835,0.021921487,-0.217290835,-0.217290835
2017/9/7 20:45,0.72489536,0.25960618,0.25960618,0.28769866,0.55075687,0.088003606,0.14800841,-2.3706985,-0.19282144,0.547485939,-0.16946764,1.64E-05,-0.16946764,-0.16946764
2017/9/7 21:00,0.72489536,0.25960618,0.25960618,0.28769866,0.55075687,0.088003606,0.14800841,-2.2400765,-0.26059499,0.453135186,-0.377386266,-0.048121886,-0.377386266,-0.377386266
2017/9/7 21:15,0.72489536,0.25960618,0.25960618,0.28769866,0.55075687,0.088003606,0.14800841,-1.9820242,-0.26819241,0.411885282,-0.129344952,-0.051919587,-0.129344952,-0.129344952
